row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,discounted_sales,order_year,order_month,order_day,ship_year,ship_month,ship_day
6372,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Chuck Clark,Home Office,New York City,New York,10009,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0.0,21.8192,0.26,83.92,2017,10,3,2017,10,5
6373,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Chuck Clark,Home Office,New York City,New York,10009,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,0.0,3.1161,0.47,6.63,2017,10,3,2017,10,5
6374,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Chuck Clark,Home Office,New York City,New York,10009,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,0.18,371.97,2017,10,3,2017,10,5
6375,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,LA-16780,Laura Armstrong,Corporate,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,2,0.2,70.198,0.125,449.2672,2014,4,29,2014,5,3
6376,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,LA-16780,Laura Armstrong,Corporate,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,0.2,-1.249,-0.0125,79.936,2014,4,29,2014,5,3
6377,CA-2016-163216,2016-10-07,2016-10-10,First Class,AW-10930,Arthur Wiediger,Home Office,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248,0.35,3.9424,2016,10,7,2016,10,10
6378,US-2016-116442,2016-12-15,2016-12-22,Standard Class,BP-11230,Benjamin Patterson,Consumer,Los Angeles,California,90004,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,0.0,4.2804,0.29,14.76,2016,12,15,2016,12,22
6379,CA-2017-150623,2017-04-10,2017-04-14,Standard Class,DB-13360,Dennis Bolton,Home Office,Waterbury,Connecticut,6708,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,0.0,41.9958,0.42,99.99,2017,4,10,2017,4,14
6380,CA-2017-150623,2017-04-10,2017-04-14,Standard Class,DB-13360,Dennis Bolton,Home Office,Waterbury,Connecticut,6708,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,0.0,71.5375,0.25,286.15,2017,4,10,2017,4,14
6381,US-2014-163797,2014-04-08,2014-04-13,Standard Class,PC-19000,Pauline Chand,Home Office,Chandler,Arizona,85224,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,8,0.2,-11.8256,-0.2375,39.8336,2014,4,8,2014,4,13
6382,CA-2016-127236,2016-03-29,2016-04-02,Standard Class,TB-21595,Troy Blackwell,Consumer,Springfield,Ohio,45503,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,0.5,-167.986,-0.56,149.9875,2016,3,29,2016,4,2
6383,CA-2016-127236,2016-03-29,2016-04-02,Standard Class,TB-21595,Troy Blackwell,Consumer,Springfield,Ohio,45503,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,0.4,-36.9544,-0.2333,95.0256,2016,3,29,2016,4,2
6384,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Tim Brockman,Consumer,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544,-1.6,6.5568,2017,1,15,2017,1,18
6385,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Tim Brockman,Consumer,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,0.3,38.3872,2017,1,15,2017,1,18
6386,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Tim Brockman,Consumer,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,0.2,13.3008,0.2125,50.0736,2017,1,15,2017,1,18
6387,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Tim Brockman,Consumer,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278,-1.55,0.8552,2017,1,15,2017,1,18
6388,CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,0.45,10.56,2014,1,30,2014,2,4
6389,CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.8982,0.03,229.94,2014,1,30,2014,2,4
6390,CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Virginia,22153,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.2405,0.47,311.15,2015,2,7,2015,2,11
6391,CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Virginia,22153,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,0.49,12.96,2015,2,7,2015,2,11
6392,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.0,6.7252,0.46,14.62,2016,12,14,2016,12,19
6393,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,0.0,2.8224,0.49,5.76,2016,12,14,2016,12,19
6394,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0.0,10.5252,0.49,21.48,2016,12,14,2016,12,19
6395,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,10011,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,0.0,198.46,0.5,396.92,2016,12,14,2016,12,19
6396,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0.0,4.6305,0.27,17.15,2016,12,14,2016,12,19
6397,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803,0.3375,18.496,2016,12,14,2016,12,19
6398,CA-2017-131632,2017-10-31,2017-11-04,Standard Class,AH-10120,Adrian Hane,Home Office,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,2,0.2,0.5904,0.1125,4.1984,2017,10,31,2017,11,4
6399,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,Concord,New Hampshire,3301,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,0.0,247.485,0.3,824.95,2017,8,6,2017,8,12
6400,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,Concord,New Hampshire,3301,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8,0.0,11.8272,0.48,24.64,2017,8,6,2017,8,12
6401,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,Concord,New Hampshire,3301,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,0.0,68.364,0.3,227.88,2017,8,6,2017,8,12
6402,CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,0.0,33.8744,0.14,241.96,2017,5,30,2017,5,31
6403,CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,Lafayette,Louisiana,70506,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1,0.0,1.8672,0.48,3.89,2017,5,30,2017,5,31
6404,CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,0.0,3.0438,0.38,8.01,2017,5,30,2017,5,31
6405,CA-2015-156328,2015-11-30,2015-12-05,Standard Class,RM-19375,Raymond Messe,Consumer,Raleigh,North Carolina,27604,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,0.1125,141.984,2015,11,30,2015,12,5
6406,CA-2017-154074,2017-08-31,2017-09-02,Second Class,BW-11110,Bart Watters,Corporate,Spokane,Washington,99207,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2,0.2,7.1196,0.0125,455.6544,2017,8,31,2017,9,2
6407,CA-2017-154074,2017-08-31,2017-09-02,Second Class,BW-11110,Bart Watters,Corporate,Spokane,Washington,99207,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0.0,43.4217,0.29,149.73,2017,8,31,2017,9,2
6408,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849,-0.0143,629.601,2017,5,14,2017,5,15
6409,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,77041,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,5,0.2,5.775,0.125,36.96,2017,5,14,2017,5,15
6410,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,77041,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838,0.3375,38.3616,2017,5,14,2017,5,15
6411,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,77041,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,1,0.2,0.6993,0.0875,6.3936,2017,5,14,2017,5,15
6412,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,77041,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,2,0.2,26.9024,0.35,61.4912,2017,5,14,2017,5,15
6413,CA-2017-151211,2017-08-17,2017-08-23,Standard Class,AH-10120,Adrian Hane,Home Office,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,0.0,48.3771,0.47,102.93,2017,8,17,2017,8,23
6414,CA-2017-151211,2017-08-17,2017-08-23,Standard Class,AH-10120,Adrian Hane,Home Office,Louisville,Kentucky,40214,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816,0.1,98.16,2017,8,17,2017,8,23
6415,CA-2017-142671,2017-11-10,2017-11-14,Second Class,DR-12940,Daniel Raglin,Home Office,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,0.7,-7.68,-0.6667,3.456,2017,11,10,2017,11,14
6416,CA-2017-144750,2017-08-21,2017-08-21,Same Day,DL-13495,Dionis Lloyd,Corporate,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1,0.2,29.358,0.35,67.104,2017,8,21,2017,8,21
6417,CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,Brian DeCherney,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,0.4,-25.3344,-0.2333,65.1456,2016,3,8,2016,3,12
6418,CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,Brian DeCherney,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,0.2,-1.3464,-0.225,4.7872,2016,3,8,2016,3,12
6419,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,Tulsa,Oklahoma,74133,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,0.0,6.1488,0.28,21.96,2016,10,31,2016,11,5
6420,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,Tulsa,Oklahoma,74133,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734,0.22,368.97,2016,10,31,2016,11,5
6421,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,Tulsa,Oklahoma,74133,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3,0.0,3.4692,0.28,12.39,2016,10,31,2016,11,5
6422,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,Tulsa,Oklahoma,74133,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,0.0,9.9882,0.03,332.94,2016,10,31,2016,11,5
6423,CA-2014-159121,2014-07-26,2014-08-01,Standard Class,JO-15145,Jack O'Briant,Corporate,Draper,Utah,84020,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,0.0,34.6983,0.31,111.93,2014,7,26,2014,8,1
6424,CA-2015-149650,2015-10-24,2015-10-27,First Class,RD-19660,Robert Dilbeck,Home Office,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,8,0.2,-73.8192,-0.1625,363.4176,2015,10,24,2015,10,27
6425,CA-2017-115777,2017-08-19,2017-08-24,Standard Class,DO-13645,Doug O'Connell,Consumer,Lawrence,Massachusetts,1841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,3,0.0,9.3312,0.48,19.44,2017,8,19,2017,8,24
6426,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,4,0.4,1119.9968,0.1333,5039.9856,2016,5,23,2016,5,27
6427,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,0.7,-4.196,-0.6667,1.8882,2016,5,23,2016,5,27
6428,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288,0.35,8.2944,2016,5,23,2016,5,27
6429,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764,-0.2,73.4292,2016,5,23,2016,5,27
6430,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,Jacksonville,North Carolina,28540,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624,-0.0625,20.7872,2014,11,3,2014,11,7
6431,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,Jacksonville,North Carolina,28540,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,0.4,-299.2614,-0.3167,567.0216,2014,11,3,2014,11,7
6432,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,Jacksonville,North Carolina,28540,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7,0.7,-10.4874,-0.7333,4.2903,2014,11,3,2014,11,7
6433,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,Jacksonville,North Carolina,28540,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,0.2,-51.294,-0.125,328.2816,2014,11,3,2014,11,7
6434,CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,Fred Chung,Corporate,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526,0.3625,18.816,2015,3,30,2015,4,4
6435,CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,Fred Chung,Corporate,Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,0.075,144.768,2015,3,30,2015,4,4
6436,US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,James Galang,Consumer,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,0.42,35.0,2017,5,27,2017,5,29
6437,US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,James Galang,Consumer,Pocatello,Idaho,83201,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,0.0,28.629,0.06,477.15,2017,5,27,2017,5,29
6438,US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,James Galang,Consumer,Pocatello,Idaho,83201,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,0.2,22.6782,0.075,241.9008,2017,5,27,2017,5,29
6439,US-2017-113992,2017-12-14,2017-12-19,Standard Class,LC-16885,Lena Creighton,Consumer,Plano,Texas,75023,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.988,4,0.3,-97.4988,-0.1,682.4916,2017,12,14,2017,12,19
6440,CA-2014-166891,2014-10-04,2014-10-06,First Class,CC-12220,Chris Cortes,Consumer,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.1,-6.549,-0.0111,530.469,2014,10,4,2014,10,6
6441,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,10024,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,0.0,12.492,0.36,34.7,2016,10,13,2016,10,20
6442,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,10024,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0.0,23.9688,0.24,99.87,2016,10,13,2016,10,20
6443,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,10024,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0.0,18.2112,0.48,37.94,2016,10,13,2016,10,20
6444,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,10024,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,0.0,11.454,0.46,24.9,2016,10,13,2016,10,20
6445,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,10024,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,0.0,33.7266,0.41,82.26,2016,10,13,2016,10,20
6446,CA-2015-151785,2015-03-05,2015-03-10,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Chicago,Illinois,60623,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,6,0.2,2.4864,0.35,5.6832,2015,3,5,2015,3,10
6447,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Tonja Turnell,Home Office,Houston,Texas,77095,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,0.6,-77.625,-0.75,41.4,2017,3,4,2017,3,6
6448,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Tonja Turnell,Home Office,Houston,Texas,77095,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,1,0.2,0.8624,0.35,1.9712,2017,3,4,2017,3,6
6449,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Tonja Turnell,Home Office,Houston,Texas,77095,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1,0.2,0.654,0.075,6.976,2017,3,4,2017,3,6
6450,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,Meriden,Connecticut,6450,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,0.0,5.1648,0.48,10.76,2015,9,25,2015,9,29
6451,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,Meriden,Connecticut,6450,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,2,0.0,21.0128,0.46,45.68,2015,9,25,2015,9,29
6452,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,Meriden,Connecticut,6450,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,1,0.0,2.211,0.33,6.7,2015,9,25,2015,9,29
6453,US-2015-110261,2015-12-19,2015-12-23,Second Class,PR-18880,Patrick Ryan,Consumer,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,3,0.2,13.8579,0.0875,126.7008,2015,12,19,2015,12,23
6454,CA-2015-125710,2015-10-08,2015-10-13,Standard Class,BT-11680,Brian Thompson,Consumer,Houston,Texas,77036,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,0.2,0.559,0.1625,2.752,2015,10,8,2015,10,13
6455,CA-2017-161102,2017-07-31,2017-08-03,First Class,EC-14050,Erin Creighton,Consumer,San Francisco,California,94110,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,15.2712,0.27,56.56,2017,7,31,2017,8,3
6456,CA-2017-161102,2017-07-31,2017-08-03,First Class,EC-14050,Erin Creighton,Consumer,San Francisco,California,94110,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,7,0.0,11.4576,0.31,36.96,2017,7,31,2017,8,3
6457,CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,New York City,New York,10009,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1,0.0,36.7173,0.27,135.99,2014,8,5,2014,8,11
6458,CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,New York City,New York,10009,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,0.0,7.0224,0.44,15.96,2014,8,5,2014,8,11
6459,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,Baltimore,Maryland,21215,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,0.29,3.76,2017,5,14,2017,5,17
6460,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,Baltimore,Maryland,21215,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0.0,6.615,0.45,14.7,2017,5,14,2017,5,17
6461,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,Baltimore,Maryland,21215,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,5,0.0,9.3,0.25,37.2,2017,5,14,2017,5,17
6462,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,Baltimore,Maryland,21215,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0.0,18.8937,0.21,89.97,2017,5,14,2017,5,17
6463,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,Baltimore,Maryland,21215,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,0.0,23.5764,0.09,261.96,2017,5,14,2017,5,17
6464,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,Baltimore,Maryland,21215,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74.0,5,0.0,37.0,0.5,74.0,2017,5,14,2017,5,17
6465,US-2016-155404,2016-09-22,2016-09-28,Standard Class,AS-10630,Ann Steele,Home Office,Louisville,Kentucky,40214,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0.0,6.3744,0.48,13.28,2016,9,22,2016,9,28
6466,CA-2015-114503,2015-11-13,2015-11-17,Standard Class,AA-10375,Allen Armold,Consumer,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,6,0.2,6.372,0.075,67.968,2015,11,13,2015,11,17
